id_surat,nomor_surat,tanggal_diterima,pengirim,perihal,jenis_surat_id,status,raw_data
SRT-2225,203/ITERA/BAU/2024,2024-08-31,Unit Kerja 15,Repudiandae enim veritatis.,4,Selesai,{}
SRT-2226,204/ITERA/BAU/2024,2024-07-19,Fakultas Sains,Cumque saepe neque accusamus error natus.,2,Proses,{}
SRT-2227,205/ITERA/BAU/2024,2024-10-28,Prodi Informatika,Beatae quos deserunt sit voluptatem assumenda expedita sint.,4,Selesai,{}
SRT-2228,206/ITERA/BAU/2024,2024-03-21,Unit Kerja 13,Doloremque praesentium ea quos id.,5,Proses,{}
SRT-2229,207/ITERA/BAU/2025,2025-03-19,Prodi Sains Data,Cupiditate necessitatibus optio consequatur.,1,Proses,{}
SRT-2230,208/ITERA/BAU/2024,2024-05-21,Prodi Sains Data,Blanditiis doloribus voluptas perspiciatis corrupti assumenda.,4,Disposisi,{}
SRT-2231,209/ITERA/BAU/2025,2025-07-30,UPT TIK,Fugiat expedita placeat.,5,Selesai,{}
SRT-2232,210/ITERA/BAU/2024,2024-08-24,Unit Kerja 12,Veritatis accusantium ea recusandae.,4,Selesai,{}
SRT-2233,211/ITERA/BAU/2025,2025-02-22,Unit Kerja 11,Quis consectetur commodi assumenda aperiam eius.,1,Proses,{}
SRT-2234,212/ITERA/BAU/2024,2024-07-24,Fakultas Sains,Voluptas culpa optio minus.,5,Selesai,{}
SRT-2235,213/ITERA/BAU/2024,2024-12-12,Unit Kerja 11,Corporis molestias culpa fuga.,3,Proses,{}
SRT-2236,214/ITERA/BAU/2025,2025-07-22,Jurusan Teknologi Produksi dan Industri,Dolorem fugiat iusto debitis.,1,Proses,{}
SRT-2237,215/ITERA/BAU/2023,2023-12-24,Fakultas Teknologi Industri,Est corporis quos temporibus.,2,Proses,{}
SRT-2238,216/ITERA/BAU/2024,2024-02-07,UPT TIK,Velit exercitationem cumque cumque officiis.,3,Proses,{}
SRT-2239,217/ITERA/BAU/2025,2025-07-31,Unit Kerja 13,Totam facilis saepe facere placeat maiores.,2,Proses,{}
SRT-2240,218/ITERA/BAU/2025,2025-05-03,Biro Akademik Umum,Consectetur dicta assumenda quas cupiditate.,2,Proses,{}
SRT-2241,219/ITERA/BAU/2024,2024-10-02,Prodi Sains Data,Iure veritatis blanditiis accusantium quos dolorum.,5,Disposisi,{}
SRT-2242,220/ITERA/BAU/2024,2024-02-18,Jurusan Sains,Aliquam asperiores sed repudiandae sapiente.,3,Proses,{}
SRT-2243,221/ITERA/BAU/2024,2024-06-10,Jurusan Teknologi Produksi dan Industri,Non nostrum quibusdam delectus.,5,Selesai,{}
SRT-2244,222/ITERA/BAU/2025,2025-05-29,Prodi Informatika,Beatae consectetur exercitationem nobis pariatur dicta quo.,1,Disposisi,{}
SRT-2245,223/ITERA/BAU/2024,2024-09-12,Prodi Sains Data,Labore excepturi corrupti nostrum aliquid impedit.,2,Proses,{}
SRT-2246,224/ITERA/BAU/2025,2025-05-14,Jurusan Teknologi Produksi dan Industri,Commodi aliquam aliquid repellendus facere quia quae.,1,Selesai,{}
SRT-2247,225/ITERA/BAU/2025,2025-04-02,UPT TIK,Excepturi sapiente est provident ratione.,2,Selesai,{}
SRT-2248,226/ITERA/BAU/2024,2024-02-15,Unit Kerja 13,Quibusdam suscipit cum.,4,Proses,{}
SRT-2249,227/ITERA/BAU/2025,2025-09-23,Jurusan Sains,Ea vitae adipisci vitae soluta sunt adipisci.,1,Proses,{}
SRT-2250,228/ITERA/BAU/2024,2024-07-19,Biro Umum dan Keuangan,Labore voluptate esse consequuntur.,1,Disposisi,{}
SRT-2251,229/ITERA/BAU/2025,2025-11-09,Unit Kerja 15,Id possimus voluptatum voluptatibus illo.,1,Proses,{}
SRT-2252,230/ITERA/BAU/2025,2025-03-16,Unit Kerja 11,Distinctio quo molestias sunt quibusdam enim placeat.,2,Disposisi,{}
SRT-2253,231/ITERA/BAU/2024,2024-05-31,Prodi Sains Data,Voluptatum fuga reprehenderit molestias eius blanditiis.,4,Proses,{}
SRT-2254,232/ITERA/BAU/2024,2024-01-23,Prodi Informatika,Blanditiis ad minus quod eligendi.,1,Proses,{}
SRT-2255,233/ITERA/BAU/2025,2025-06-10,Fakultas Sains,At assumenda corrupti eum suscipit tempore.,3,Selesai,{}
SRT-2256,234/ITERA/BAU/2025,2025-11-06,Unit Kerja 14,Ipsa suscipit illum magnam quae.,1,Disposisi,{}
SRT-2257,235/ITERA/BAU/2025,2025-02-04,Prodi Sains Data,Incidunt et veniam quae.,3,Proses,{}
SRT-2258,236/ITERA/BAU/2023,2023-12-10,Biro Akademik Umum,Fugiat ipsa ratione veniam.,1,Proses,{}
SRT-2259,237/ITERA/BAU/2024,2024-07-12,Unit Kerja 12,Molestiae laboriosam perspiciatis ipsum ex.,3,Selesai,{}
SRT-2260,238/ITERA/BAU/2024,2024-02-09,Biro Akademik Umum,Tenetur quam ratione repellendus ea dolorum nesciunt.,3,Disposisi,{}
SRT-2261,239/ITERA/BAU/2024,2024-09-15,Fakultas Sains,Ratione aperiam esse ullam.,3,Disposisi,{}
SRT-2262,240/ITERA/BAU/2025,2025-11-01,Biro Akademik Umum,Eligendi vel laboriosam sed deleniti.,5,Selesai,{}
SRT-2263,241/ITERA/BAU/2025,2025-05-08,Prodi Informatika,Impedit vitae cumque libero.,4,Proses,{}
SRT-2264,242/ITERA/BAU/2025,2025-01-03,Prodi Informatika,A repellat commodi eius.,5,Disposisi,{}
SRT-2265,243/ITERA/BAU/2025,2025-07-05,Biro Akademik Umum,Iusto labore exercitationem necessitatibus.,5,Proses,{}
SRT-2266,244/ITERA/BAU/2024,2024-03-23,Rektorat,Similique nulla laudantium assumenda sequi.,4,Selesai,{}
SRT-2267,245/ITERA/BAU/2025,2025-05-21,Rektorat,Sint amet nihil aliquid.,5,Proses,{}
SRT-2268,246/ITERA/BAU/2024,2024-01-22,Biro Akademik Umum,Nam porro laudantium nostrum.,2,Disposisi,{}
SRT-2269,247/ITERA/BAU/2024,2024-09-07,Unit Kerja 13,Molestiae nostrum quibusdam provident voluptate quaerat tenetur animi.,5,Disposisi,{}
SRT-2270,248/ITERA/BAU/2025,2025-03-04,Fakultas Teknologi Industri,Architecto animi officiis vel laborum eum.,4,Disposisi,{}
SRT-2271,249/ITERA/BAU/2024,2024-08-01,Unit Kerja 14,Mollitia fuga eum quia illum dolor.,4,Disposisi,{}
SRT-2272,250/ITERA/BAU/2024,2024-10-27,Biro Akademik Umum,Voluptate error perferendis deserunt.,1,Disposisi,{}
SRT-2273,251/ITERA/BAU/2023,2023-12-28,Fakultas Sains,Itaque maxime enim animi rerum.,1,Selesai,{}
SRT-2274,252/ITERA/BAU/2024,2024-04-30,Prodi Informatika,Quis accusantium asperiores minus.,5,Selesai,{}
SRT-2275,253/ITERA/BAU/2024,2024-01-06,Unit Kerja 15,Ipsum fuga veniam iusto voluptates atque cumque.,3,Proses,{}
SRT-2276,254/ITERA/BAU/2024,2024-01-13,Prodi Sains Data,Hic ea deleniti ipsa.,3,Disposisi,{}
SRT-2277,255/ITERA/BAU/2025,2025-10-06,Prodi Informatika,Quas dolor assumenda est.,3,Proses,{}
SRT-2278,256/ITERA/BAU/2023,2023-12-01,Fakultas Teknologi Industri,Laudantium aut blanditiis.,2,Selesai,{}
SRT-2279,257/ITERA/BAU/2025,2025-04-11,Jurusan Sains,Repellat at iste nisi expedita eius.,4,Proses,{}
SRT-2280,258/ITERA/BAU/2024,2024-11-12,Unit Kerja 12,Aspernatur mollitia vero tempore.,2,Selesai,{}
SRT-2281,259/ITERA/BAU/2025,2025-09-07,Fakultas Sains,Animi accusamus maxime impedit dicta.,5,Proses,{}
SRT-2282,260/ITERA/BAU/2025,2025-02-25,Unit Kerja 11,Eligendi inventore eveniet perspiciatis facere dicta illo.,2,Proses,{}
SRT-2283,261/ITERA/BAU/2024,2024-03-23,Prodi Sains Data,Magni libero repudiandae veniam.,1,Disposisi,{}
SRT-2284,262/ITERA/BAU/2023,2023-12-17,Jurusan Teknologi Produksi dan Industri,Eligendi harum sapiente laudantium distinctio a.,1,Proses,{}
SRT-2285,263/ITERA/BAU/2024,2024-04-06,Jurusan Sains,Alias ut sint magnam ipsum sint quam.,5,Disposisi,{}
SRT-2286,264/ITERA/BAU/2025,2025-10-25,Biro Umum dan Keuangan,Rerum qui quo maxime.,5,Proses,{}
SRT-2287,265/ITERA/BAU/2025,2025-02-06,Biro Umum dan Keuangan,Similique ab dicta possimus odio amet.,1,Proses,{}
SRT-2288,266/ITERA/BAU/2024,2024-05-20,Biro Umum dan Keuangan,Voluptate vero veritatis unde numquam.,5,Proses,{}
SRT-2289,267/ITERA/BAU/2024,2024-01-22,Unit Kerja 13,Voluptatibus dolorem rerum hic repellat.,4,Selesai,{}
SRT-2290,268/ITERA/BAU/2025,2025-06-16,Unit Kerja 13,Ea architecto alias recusandae.,2,Selesai,{}
SRT-2291,269/ITERA/BAU/2024,2024-06-16,Fakultas Sains,Blanditiis quae rem porro.,4,Proses,{}
SRT-2292,270/ITERA/BAU/2024,2024-05-27,Jurusan Teknologi Produksi dan Industri,Inventore dolorum et mollitia omnis ex nesciunt aliquam.,4,Proses,{}
SRT-2293,271/ITERA/BAU/2024,2024-03-25,Fakultas Teknologi Industri,Quidem laborum exercitationem asperiores omnis.,3,Selesai,{}
SRT-2294,272/ITERA/BAU/2024,2024-05-12,Unit Kerja 11,Voluptates fuga sapiente autem.,5,Disposisi,{}
SRT-2295,273/ITERA/BAU/2024,2024-11-22,Fakultas Sains,Vero quasi dolorum corporis consequuntur illo non.,4,Disposisi,{}
SRT-2296,274/ITERA/BAU/2024,2024-05-09,Fakultas Sains,Nulla repudiandae labore debitis magni.,2,Proses,{}
SRT-2297,275/ITERA/BAU/2025,2025-09-23,Biro Umum dan Keuangan,Incidunt impedit sit minus alias cum incidunt.,3,Disposisi,{}
SRT-2298,276/ITERA/BAU/2025,2025-09-23,Jurusan Teknologi Produksi dan Industri,Velit impedit delectus expedita laudantium.,3,Proses,{}
SRT-2299,277/ITERA/BAU/2025,2025-03-17,UPT TIK,Ad neque vitae ullam placeat excepturi alias.,4,Selesai,{}
SRT-2300,278/ITERA/BAU/2023,2023-12-10,Unit Kerja 14,Aperiam quibusdam sed voluptatibus quam commodi.,5,Selesai,{}
SRT-2301,279/ITERA/BAU/2025,2025-03-15,Unit Kerja 11,Laborum neque sit dolore provident unde asperiores.,3,Selesai,{}
SRT-2302,280/ITERA/BAU/2024,2024-06-22,Fakultas Teknologi Industri,Ab suscipit quibusdam.,3,Proses,{}
SRT-2303,281/ITERA/BAU/2025,2025-09-16,Biro Umum dan Keuangan,Culpa harum debitis cum sed.,2,Selesai,{}
SRT-2304,282/ITERA/BAU/2025,2025-09-17,Unit Kerja 15,Quod dolorem iste sit exercitationem.,5,Selesai,{}
SRT-2305,283/ITERA/BAU/2024,2024-03-23,Fakultas Sains,Odit ducimus minima placeat rerum reiciendis hic.,5,Proses,{}
SRT-2306,284/ITERA/BAU/2025,2025-06-08,Unit Kerja 12,Unde odio reprehenderit reprehenderit molestias vel error architecto.,4,Disposisi,{}
SRT-2307,285/ITERA/BAU/2025,2025-06-08,Fakultas Sains,Quidem ea aliquid exercitationem accusamus eveniet.,5,Disposisi,{}
SRT-2308,286/ITERA/BAU/2025,2025-03-23,Jurusan Teknologi Produksi dan Industri,Aperiam nostrum natus in quas.,1,Disposisi,{}
SRT-2309,287/ITERA/BAU/2024,2024-03-19,Rektorat,Officiis laudantium fugiat eos.,3,Disposisi,{}
SRT-2310,288/ITERA/BAU/2025,2025-08-03,Unit Kerja 15,Dolorum velit est magnam.,5,Disposisi,{}
SRT-2311,289/ITERA/BAU/2023,2023-12-18,Jurusan Teknologi Produksi dan Industri,Accusantium iste dolores doloremque nulla debitis amet.,3,Proses,{}
SRT-2312,290/ITERA/BAU/2025,2025-06-07,Fakultas Sains,Asperiores quas soluta.,4,Selesai,{}
SRT-2313,291/ITERA/BAU/2024,2024-03-23,Unit Kerja 12,Aperiam veritatis debitis sint.,2,Proses,{}
SRT-2314,292/ITERA/BAU/2024,2024-06-29,Rektorat,Maiores at tenetur molestiae suscipit.,4,Selesai,{}
SRT-2315,293/ITERA/BAU/2025,2025-02-22,Unit Kerja 14,Accusamus tenetur quos voluptates dolore porro.,3,Disposisi,{}
SRT-2316,294/ITERA/BAU/2025,2025-08-29,Biro Umum dan Keuangan,Veniam beatae dolorem quae dolore illo perspiciatis.,5,Disposisi,{}
SRT-2317,295/ITERA/BAU/2025,2025-02-03,Fakultas Teknologi Industri,Cumque aspernatur et at tempore numquam earum.,4,Disposisi,{}
SRT-2318,296/ITERA/BAU/2025,2025-07-26,Unit Kerja 15,Dolores earum officiis facilis minima.,3,Disposisi,{}
SRT-2319,297/ITERA/BAU/2025,2025-07-23,UPT TIK,Saepe voluptatem labore quidem.,2,Proses,{}
SRT-2320,298/ITERA/BAU/2025,2025-02-11,Jurusan Sains,Officia laboriosam sequi possimus voluptatum.,3,Selesai,{}
SRT-2321,299/ITERA/BAU/2025,2025-07-11,Fakultas Teknologi Industri,Aut perferendis earum culpa.,5,Disposisi,{}
SRT-2322,300/ITERA/BAU/2023,2023-12-05,Unit Kerja 12,Ullam accusamus dolores quas culpa.,3,Disposisi,{}
SRT-2323,301/ITERA/BAU/2024,2024-04-18,UPT TIK,Beatae excepturi ullam delectus voluptate non.,1,Selesai,{}
SRT-2324,302/ITERA/BAU/2025,2025-01-13,Unit Kerja 15,Molestiae mollitia commodi ullam fuga.,1,Selesai,{}
SRT-2325,303/ITERA/BAU/2025,2025-07-14,Rektorat,Cupiditate inventore magnam harum perferendis.,5,Disposisi,{}
SRT-2326,304/ITERA/BAU/2025,2025-09-27,Prodi Sains Data,Adipisci quam aliquid neque nostrum et tempore.,5,Proses,{}
SRT-2327,305/ITERA/BAU/2024,2024-05-13,Jurusan Sains,Eius soluta fugiat nam.,2,Selesai,{}
SRT-2328,306/ITERA/BAU/2023,2023-12-07,Jurusan Teknologi Produksi dan Industri,Adipisci veniam accusantium sapiente facilis laborum harum.,2,Selesai,{}
SRT-2329,307/ITERA/BAU/2024,2024-07-11,Fakultas Teknologi Industri,At autem quod iusto hic dolorem.,4,Disposisi,{}
SRT-2330,308/ITERA/BAU/2024,2024-09-03,Unit Kerja 11,Doloremque dolores quaerat in illum esse voluptas.,1,Proses,{}
SRT-2331,309/ITERA/BAU/2025,2025-08-17,Prodi Informatika,Cum excepturi assumenda fuga non.,1,Selesai,{}
SRT-2332,310/ITERA/BAU/2025,2025-01-10,Unit Kerja 12,Assumenda ipsum veritatis corporis nemo similique rerum.,1,Selesai,{}
SRT-2333,311/ITERA/BAU/2023,2023-12-30,Prodi Sains Data,Fugit rem occaecati quaerat quidem vel.,4,Disposisi,{}
SRT-2334,312/ITERA/BAU/2024,2024-09-18,Unit Kerja 11,Pariatur molestiae eum inventore.,2,Proses,{}
SRT-2335,313/ITERA/BAU/2024,2024-03-23,Unit Kerja 15,Quisquam eaque minus ad id consectetur assumenda atque.,2,Proses,{}
SRT-2336,314/ITERA/BAU/2025,2025-01-01,Biro Umum dan Keuangan,Sequi optio soluta eius sapiente nostrum modi.,4,Disposisi,{}
SRT-2337,315/ITERA/BAU/2025,2025-05-20,Biro Umum dan Keuangan,Repudiandae nihil quidem nostrum rem nobis porro.,5,Proses,{}
SRT-2338,316/ITERA/BAU/2025,2025-03-29,Unit Kerja 12,Ipsum harum aspernatur sunt inventore a voluptatum.,5,Proses,{}
SRT-2339,317/ITERA/BAU/2024,2024-12-27,Prodi Informatika,Qui repellendus consectetur assumenda.,2,Proses,{}
SRT-2340,318/ITERA/BAU/2025,2025-02-19,Prodi Sains Data,Nesciunt quibusdam accusantium vero blanditiis qui blanditiis saepe.,2,Selesai,{}
SRT-2341,319/ITERA/BAU/2024,2024-09-18,Unit Kerja 15,Similique exercitationem quam illum eum.,2,Selesai,{}
SRT-2342,320/ITERA/BAU/2025,2025-09-04,Fakultas Teknologi Industri,Iusto est cupiditate atque odit voluptate omnis.,4,Selesai,{}
SRT-2343,321/ITERA/BAU/2024,2024-04-09,Fakultas Teknologi Industri,Voluptatem possimus eveniet veritatis.,5,Disposisi,{}
SRT-2344,322/ITERA/BAU/2024,2024-02-26,Biro Umum dan Keuangan,Occaecati aut provident deleniti qui adipisci voluptatibus.,4,Proses,{}
SRT-2345,323/ITERA/BAU/2024,2024-12-21,Biro Akademik Umum,Quia explicabo error odio.,2,Proses,{}
SRT-2346,324/ITERA/BAU/2025,2025-04-18,Unit Kerja 12,Recusandae itaque nemo mollitia.,4,Disposisi,{}
SRT-2347,325/ITERA/BAU/2025,2025-02-24,Jurusan Teknologi Produksi dan Industri,Corrupti odio at aliquid reprehenderit qui.,4,Disposisi,{}
SRT-2348,326/ITERA/BAU/2024,2024-01-04,Fakultas Sains,Nisi consequuntur sit quaerat velit vero nostrum.,5,Proses,{}
SRT-2349,327/ITERA/BAU/2024,2024-06-26,Prodi Informatika,Maiores non error ea possimus eius.,5,Selesai,{}
SRT-2350,328/ITERA/BAU/2025,2025-11-10,Unit Kerja 15,Nesciunt maiores et placeat dolor odit.,2,Disposisi,{}
SRT-2351,329/ITERA/BAU/2024,2024-02-18,Prodi Informatika,Tempora dolore libero ut pariatur.,5,Proses,{}
SRT-2352,330/ITERA/BAU/2025,2025-01-06,Biro Umum dan Keuangan,Ducimus fugiat autem incidunt eius.,2,Disposisi,{}
SRT-2353,331/ITERA/BAU/2025,2025-06-29,Unit Kerja 15,A laudantium eius necessitatibus reprehenderit.,2,Selesai,{}
SRT-2354,332/ITERA/BAU/2024,2024-12-02,Fakultas Sains,Quaerat laborum harum nam.,3,Disposisi,{}
SRT-2355,333/ITERA/BAU/2023,2023-12-13,Unit Kerja 13,Voluptatum neque minima reiciendis non.,2,Proses,{}
SRT-2356,334/ITERA/BAU/2025,2025-08-23,Biro Umum dan Keuangan,Animi harum at modi.,3,Disposisi,{}
SRT-2357,335/ITERA/BAU/2024,2024-05-23,Fakultas Teknologi Industri,Sunt eligendi totam fugit fuga.,1,Disposisi,{}
SRT-2358,336/ITERA/BAU/2024,2024-05-28,Jurusan Teknologi Produksi dan Industri,Rerum minima natus reiciendis sint natus voluptas.,4,Proses,{}
SRT-2359,337/ITERA/BAU/2025,2025-07-25,Biro Umum dan Keuangan,Voluptatem repudiandae hic culpa mollitia temporibus.,2,Disposisi,{}
SRT-2360,338/ITERA/BAU/2024,2024-01-29,Unit Kerja 12,Perferendis fuga adipisci iste.,5,Proses,{}
SRT-2361,339/ITERA/BAU/2024,2024-12-24,Unit Kerja 13,Eveniet odio minus commodi vero.,2,Selesai,{}
SRT-2362,340/ITERA/BAU/2025,2025-11-12,Unit Kerja 14,Tempore sed deleniti quidem cum.,4,Selesai,{}
SRT-2363,341/ITERA/BAU/2024,2024-04-21,Unit Kerja 12,Aut ducimus ipsam libero ex sapiente voluptas.,2,Disposisi,{}
SRT-2364,342/ITERA/BAU/2024,2024-02-13,Fakultas Sains,Blanditiis modi aut doloremque.,5,Disposisi,{}
SRT-2365,343/ITERA/BAU/2024,2024-04-11,Jurusan Sains,Exercitationem et veritatis.,1,Selesai,{}
SRT-2366,344/ITERA/BAU/2024,2024-04-18,Biro Akademik Umum,Labore porro nisi recusandae dicta.,4,Selesai,{}
SRT-2367,345/ITERA/BAU/2024,2024-01-31,Fakultas Teknologi Industri,Facere illo quia praesentium hic eligendi.,4,Proses,{}
SRT-2368,346/ITERA/BAU/2024,2024-03-31,Rektorat,Odio illum animi porro.,2,Proses,{}
SRT-2369,347/ITERA/BAU/2025,2025-11-11,Unit Kerja 11,A blanditiis dolorem laudantium odit.,4,Selesai,{}
SRT-2370,348/ITERA/BAU/2025,2025-10-27,Unit Kerja 14,Facere repellendus nobis cumque consequatur est ipsam.,2,Disposisi,{}
SRT-2371,349/ITERA/BAU/2024,2024-03-03,Jurusan Sains,Vero consectetur reiciendis voluptates.,4,Proses,{}
SRT-2372,350/ITERA/BAU/2024,2024-02-25,Unit Kerja 11,Harum atque a.,5,Proses,{}
SRT-2373,351/ITERA/BAU/2024,2024-10-20,Prodi Informatika,Quisquam modi sit accusantium id suscipit.,1,Selesai,{}
SRT-2374,352/ITERA/BAU/2025,2025-11-08,Prodi Sains Data,Quod eos asperiores sapiente asperiores dignissimos dignissimos.,3,Disposisi,{}
SRT-2375,353/ITERA/BAU/2024,2024-02-10,Biro Umum dan Keuangan,Quia repellat odio repellat occaecati quam eum voluptas.,3,Selesai,{}
SRT-2376,354/ITERA/BAU/2024,2024-04-10,Jurusan Teknologi Produksi dan Industri,Est quas culpa amet magni illo corrupti.,3,Proses,{}
SRT-2377,355/ITERA/BAU/2024,2024-07-28,Jurusan Sains,Ipsa eveniet tempora.,4,Selesai,{}
SRT-2378,356/ITERA/BAU/2025,2025-03-09,Prodi Sains Data,Occaecati provident minus earum ex.,2,Disposisi,{}
SRT-2379,357/ITERA/BAU/2025,2025-07-17,Biro Umum dan Keuangan,Error esse modi consequatur provident placeat.,1,Disposisi,{}
SRT-2380,358/ITERA/BAU/2023,2023-12-12,Unit Kerja 14,Beatae voluptatem consequatur magni odio quae.,2,Disposisi,{}
SRT-2381,359/ITERA/BAU/2024,2024-06-08,Fakultas Teknologi Industri,Nihil magni asperiores ipsum.,2,Proses,{}
SRT-2382,360/ITERA/BAU/2025,2025-11-21,Biro Akademik Umum,At pariatur recusandae reprehenderit quae ipsum.,1,Proses,{}
SRT-2383,361/ITERA/BAU/2024,2024-11-23,Unit Kerja 14,Repellendus quidem optio corrupti occaecati ipsam asperiores.,4,Proses,{}
SRT-2384,362/ITERA/BAU/2025,2025-08-22,Jurusan Sains,Ratione tempora autem laudantium ea placeat consectetur.,1,Selesai,{}
SRT-2385,363/ITERA/BAU/2024,2024-03-31,Fakultas Teknologi Industri,Iusto eveniet occaecati reiciendis.,5,Selesai,{}
SRT-2386,364/ITERA/BAU/2025,2025-09-29,Unit Kerja 12,Voluptatibus officiis cum laboriosam cupiditate.,4,Selesai,{}
SRT-2387,365/ITERA/BAU/2025,2025-11-11,Unit Kerja 15,Id voluptas aut libero quisquam facilis cupiditate.,4,Selesai,{}
SRT-2388,366/ITERA/BAU/2025,2025-08-16,Jurusan Teknologi Produksi dan Industri,Veniam rem minus at earum quod facere.,3,Proses,{}
SRT-2389,367/ITERA/BAU/2025,2025-01-31,Unit Kerja 12,Distinctio amet deleniti odio.,2,Proses,{}
SRT-2390,368/ITERA/BAU/2024,2024-12-18,Biro Umum dan Keuangan,Molestiae porro vitae natus veritatis veniam.,5,Proses,{}
SRT-2391,369/ITERA/BAU/2025,2025-09-07,Fakultas Sains,Similique numquam eum placeat excepturi voluptates iste.,2,Selesai,{}
SRT-2392,370/ITERA/BAU/2024,2024-06-09,Unit Kerja 15,Placeat debitis optio id saepe eius molestias.,3,Disposisi,{}
SRT-2393,371/ITERA/BAU/2025,2025-08-22,Unit Kerja 14,Vero animi dolorum.,2,Disposisi,{}
SRT-2394,372/ITERA/BAU/2023,2023-12-31,Jurusan Teknologi Produksi dan Industri,Blanditiis minus placeat aperiam quas aliquid quia.,2,Selesai,{}
SRT-2395,373/ITERA/BAU/2024,2024-12-16,Unit Kerja 11,Quia qui veniam totam quia numquam ducimus dolores.,4,Proses,{}
SRT-2396,374/ITERA/BAU/2024,2024-10-04,Unit Kerja 13,Unde porro nemo.,3,Disposisi,{}
SRT-2397,375/ITERA/BAU/2024,2024-05-19,Fakultas Teknologi Industri,Commodi nesciunt accusamus quas sed.,4,Disposisi,{}
SRT-2398,376/ITERA/BAU/2025,2025-04-28,Unit Kerja 15,Ut occaecati officia.,2,Selesai,{}
SRT-2399,377/ITERA/BAU/2024,2024-07-10,Prodi Sains Data,Architecto doloribus quae ducimus voluptate expedita.,5,Disposisi,{}
SRT-2400,378/ITERA/BAU/2024,2024-10-16,Jurusan Sains,Reiciendis exercitationem porro aspernatur.,5,Proses,{}
SRT-2401,379/ITERA/BAU/2025,2025-09-03,Unit Kerja 12,Accusamus doloribus tenetur molestias assumenda labore.,5,Proses,{}
SRT-2402,380/ITERA/BAU/2025,2025-09-03,Biro Akademik Umum,Atque corrupti eum iure.,5,Proses,{}
SRT-2403,381/ITERA/BAU/2025,2025-03-21,Unit Kerja 14,Rem dignissimos debitis dolorum.,5,Disposisi,{}
SRT-2404,382/ITERA/BAU/2024,2024-08-04,Jurusan Teknologi Produksi dan Industri,Aliquam officiis nam omnis voluptate in.,4,Proses,{}
SRT-2405,383/ITERA/BAU/2024,2024-08-13,Unit Kerja 14,Quam adipisci magni consequatur.,4,Selesai,{}
SRT-2406,384/ITERA/BAU/2024,2024-01-04,Biro Umum dan Keuangan,Inventore quia veniam vel.,4,Selesai,{}
SRT-2407,385/ITERA/BAU/2024,2024-04-18,UPT TIK,Ullam non ipsa repudiandae voluptatum minima sequi necessitatibus.,4,Selesai,{}
SRT-2408,386/ITERA/BAU/2023,2023-12-14,Prodi Informatika,Soluta quia quae blanditiis.,1,Disposisi,{}
SRT-2409,387/ITERA/BAU/2025,2025-03-17,Unit Kerja 14,Quo repudiandae dolor earum quibusdam.,3,Selesai,{}
SRT-2410,388/ITERA/BAU/2024,2024-02-24,Jurusan Teknologi Produksi dan Industri,Nesciunt laborum libero rerum nulla quisquam.,5,Disposisi,{}
SRT-2411,389/ITERA/BAU/2024,2024-10-13,Rektorat,Quasi necessitatibus quasi nulla soluta aspernatur eligendi expedita.,3,Selesai,{}
SRT-2412,390/ITERA/BAU/2025,2025-10-27,Rektorat,Laborum quo dolores aperiam libero numquam.,3,Proses,{}
SRT-2413,391/ITERA/BAU/2025,2025-09-21,Prodi Sains Data,Voluptatum dolore veritatis voluptatibus numquam architecto.,4,Proses,{}
SRT-2414,392/ITERA/BAU/2025,2025-11-04,Unit Kerja 14,Odio aliquam eos voluptas laudantium dignissimos ea quia.,2,Proses,{}
SRT-2415,393/ITERA/BAU/2024,2024-12-26,Prodi Sains Data,At omnis repellat harum facere dolores aperiam.,4,Disposisi,{}
SRT-2416,394/ITERA/BAU/2024,2024-02-07,UPT TIK,Maiores voluptas omnis corporis cum tenetur.,3,Disposisi,{}
SRT-2417,395/ITERA/BAU/2024,2024-06-30,Unit Kerja 12,Eius error quaerat cumque doloribus consequatur.,2,Proses,{}
SRT-2418,396/ITERA/BAU/2024,2024-02-22,Jurusan Teknologi Produksi dan Industri,Quod unde deserunt quibusdam corrupti illo odit.,2,Disposisi,{}
SRT-2419,397/ITERA/BAU/2024,2024-06-06,Unit Kerja 15,Omnis dolor maiores facilis ad.,4,Selesai,{}
SRT-2420,398/ITERA/BAU/2024,2024-02-25,Jurusan Teknologi Produksi dan Industri,Quidem tempora dolor sed aspernatur laboriosam atque esse.,5,Proses,{}
SRT-2421,399/ITERA/BAU/2024,2024-03-17,Unit Kerja 12,Laboriosam amet maiores voluptate.,2,Selesai,{}
SRT-2422,400/ITERA/BAU/2025,2025-10-22,Jurusan Teknologi Produksi dan Industri,Error sequi vero quisquam pariatur.,5,Disposisi,{}
SRT-2423,401/ITERA/BAU/2025,2025-10-11,Rektorat,Inventore consequatur praesentium temporibus deserunt velit dignissimos.,4,Proses,{}
SRT-2424,402/ITERA/BAU/2024,2024-11-02,Rektorat,Facere excepturi illum corrupti non possimus voluptas.,3,Selesai,{}
